Frame,Label,Area,XM,YM,Major,Minor,Angle
1,1N4148WS_400V_2.avi:0.10 s,0.040,1.350,1.028,0.275,0.184,81.324
2,1N4148WS_400V_2.avi:0.20 s,0.040,1.350,1.028,0.276,0.184,81.168
3,1N4148WS_400V_2.avi:0.30 s,0.040,1.350,1.028,0.276,0.184,81.364
4,1N4148WS_400V_2.avi:0.40 s,0.040,1.350,1.028,0.276,0.184,81.355
5,1N4148WS_400V_2.avi:0.50 s,0.040,1.350,1.028,0.277,0.184,81.082
6,1N4148WS_400V_2.avi:0.60 s,0.040,1.350,1.028,0.276,0.184,81.307
7,1N4148WS_400V_2.avi:0.70 s,0.040,1.350,1.028,0.276,0.184,81.338
8,1N4148WS_400V_2.avi:0.80 s,0.040,1.350,1.028,0.276,0.184,81.131
9,1N4148WS_400V_2.avi:0.90 s,0.040,1.350,1.028,0.277,0.183,81.109
10,1N4148WS_400V_2.avi:1.00 s,0.040,1.350,1.028,0.275,0.184,81.293
11,1N4148WS_400V_2.avi:1.10 s,0.040,1.350,1.028,0.277,0.184,81.154
12,1N4148WS_400V_2.avi:1.20 s,0.040,1.350,1.028,0.276,0.183,81.102
13,1N4148WS_400V_2.avi:1.30 s,0.040,1.350,1.028,0.277,0.183,81.282
14,1N4148WS_400V_2.avi:1.40 s,0.040,1.350,1.028,0.275,0.183,81.044
15,1N4148WS_400V_2.avi:1.50 s,0.040,1.350,1.028,0.276,0.184,81.307
16,1N4148WS_400V_2.avi:1.60 s,0.040,1.350,1.028,0.277,0.184,81.470
17,1N4148WS_400V_2.avi:1.70 s,0.040,1.350,1.028,0.276,0.184,81.134
18,1N4148WS_400V_2.avi:1.80 s,0.040,1.350,1.028,0.276,0.184,81.545
19,1N4148WS_400V_2.avi:1.90 s,0.040,1.350,1.028,0.276,0.183,81.046
20,1N4148WS_400V_2.avi:2.00 s,0.040,1.350,1.028,0.277,0.183,81.019
21,1N4148WS_400V_2.avi:2.10 s,0.040,1.350,1.028,0.277,0.184,81.111
22,1N4148WS_400V_2.avi:2.20 s,0.040,1.350,1.028,0.276,0.183,81.769
23,1N4148WS_400V_2.avi:2.30 s,0.040,1.350,1.028,0.276,0.184,81.429
24,1N4148WS_400V_2.avi:2.40 s,0.040,1.350,1.028,0.277,0.183,81.259
25,1N4148WS_400V_2.avi:2.50 s,0.040,1.350,1.028,0.276,0.184,81.137
26,1N4148WS_400V_2.avi:2.60 s,0.040,1.350,1.028,0.276,0.184,81.197
27,1N4148WS_400V_2.avi:2.70 s,0.040,1.350,1.028,0.277,0.183,81.448
28,1N4148WS_400V_2.avi:2.80 s,0.040,1.350,1.028,0.277,0.183,81.109
29,1N4148WS_400V_2.avi:2.90 s,0.040,1.350,1.028,0.277,0.183,81.210
30,1N4148WS_400V_2.avi:3.00 s,0.040,1.350,1.028,0.277,0.183,81.087
31,1N4148WS_400V_2.avi:3.10 s,0.040,1.350,1.028,0.276,0.184,81.183
32,1N4148WS_400V_2.avi:3.20 s,0.040,1.350,1.028,0.276,0.183,81.230
33,1N4148WS_400V_2.avi:3.30 s,0.040,1.350,1.028,0.276,0.183,81.053
34,1N4148WS_400V_2.avi:3.40 s,0.040,1.350,1.028,0.276,0.183,81.167
35,1N4148WS_400V_2.avi:3.50 s,0.040,1.350,1.028,0.276,0.183,81.438
36,1N4148WS_400V_2.avi:3.60 s,0.040,1.350,1.028,0.276,0.183,81.296
37,1N4148WS_400V_2.avi:3.70 s,0.040,1.350,1.028,0.276,0.183,81.102
38,1N4148WS_400V_2.avi:3.80 s,0.040,1.351,1.028,0.277,0.183,81.687
39,1N4148WS_400V_2.avi:3.90 s,0.040,1.350,1.028,0.276,0.184,80.994
40,1N4148WS_400V_2.avi:4.00 s,0.040,1.350,1.028,0.277,0.183,80.969
41,1N4148WS_400V_2.avi:4.10 s,0.040,1.350,1.028,0.277,0.183,81.334
42,1N4148WS_400V_2.avi:4.20 s,0.040,1.350,1.027,0.276,0.184,80.889
43,1N4148WS_400V_2.avi:4.30 s,0.040,1.350,1.028,0.276,0.183,81.008
44,1N4148WS_400V_2.avi:4.40 s,0.040,1.350,1.028,0.277,0.183,81.411
45,1N4148WS_400V_2.avi:4.50 s,0.040,1.350,1.028,0.276,0.183,81.182
46,1N4148WS_400V_2.avi:4.60 s,0.040,1.351,1.028,0.277,0.183,81.317
47,1N4148WS_400V_2.avi:4.70 s,0.040,1.350,1.028,0.276,0.183,81.198
48,1N4148WS_400V_2.avi:4.80 s,0.040,1.350,1.028,0.276,0.183,81.247
49,1N4148WS_400V_2.avi:4.90 s,0.040,1.351,1.028,0.275,0.183,81.478
50,1N4148WS_400V_2.avi:5.00 s,0.040,1.350,1.028,0.276,0.184,81.164
51,1N4148WS_400V_2.avi:5.10 s,0.040,1.351,1.028,0.275,0.183,81.196
52,1N4148WS_400V_2.avi:5.20 s,0.039,1.351,1.028,0.276,0.182,81.362
53,1N4148WS_400V_2.avi:5.30 s,0.040,1.350,1.028,0.277,0.183,81.213
