Frame,Label,Area,XM,YM,Major,Minor,Angle
1,1N4148WS_200V_2.avi:0.10 s,0.037,1.351,0.895,0.262,0.180,115.027
2,1N4148WS_200V_2.avi:0.20 s,0.037,1.351,0.895,0.264,0.180,115.497
3,1N4148WS_200V_2.avi:0.30 s,0.037,1.351,0.895,0.262,0.180,115.245
4,1N4148WS_200V_2.avi:0.40 s,0.037,1.351,0.894,0.262,0.180,115.292
5,1N4148WS_200V_2.avi:0.50 s,0.037,1.351,0.895,0.263,0.180,115.536
6,1N4148WS_200V_2.avi:0.60 s,0.037,1.351,0.895,0.262,0.180,115.545
7,1N4148WS_200V_2.avi:0.70 s,0.037,1.351,0.895,0.261,0.180,115.281
8,1N4148WS_200V_2.avi:0.80 s,0.037,1.351,0.895,0.262,0.180,115.397
9,1N4148WS_200V_2.avi:0.90 s,0.037,1.351,0.895,0.263,0.180,115.536
10,1N4148WS_200V_2.avi:1.00 s,0.037,1.351,0.895,0.263,0.180,115.218
11,1N4148WS_200V_2.avi:1.10 s,0.037,1.351,0.895,0.262,0.180,115.236
12,1N4148WS_200V_2.avi:1.20 s,0.037,1.351,0.895,0.262,0.180,115.392
13,1N4148WS_200V_2.avi:1.30 s,0.037,1.351,0.894,0.263,0.180,115.499
14,1N4148WS_200V_2.avi:1.40 s,0.037,1.351,0.895,0.263,0.180,115.536
15,1N4148WS_200V_2.avi:1.50 s,0.037,1.351,0.895,0.262,0.180,115.545
16,1N4148WS_200V_2.avi:1.60 s,0.037,1.351,0.895,0.262,0.180,115.545
17,1N4148WS_200V_2.avi:1.70 s,0.037,1.351,0.895,0.263,0.180,115.372
18,1N4148WS_200V_2.avi:1.80 s,0.037,1.351,0.895,0.263,0.180,115.400
19,1N4148WS_200V_2.avi:1.90 s,0.037,1.351,0.894,0.264,0.180,115.504
20,1N4148WS_200V_2.avi:2.00 s,0.037,1.351,0.895,0.263,0.180,115.536
21,1N4148WS_200V_2.avi:2.10 s,0.037,1.351,0.895,0.262,0.180,115.545
22,1N4148WS_200V_2.avi:2.20 s,0.037,1.351,0.895,0.263,0.180,115.532
23,1N4148WS_200V_2.avi:2.30 s,0.037,1.351,0.895,0.261,0.180,115.109
24,1N4148WS_200V_2.avi:2.40 s,0.037,1.351,0.895,0.263,0.180,115.344
25,1N4148WS_200V_2.avi:2.50 s,0.037,1.351,0.895,0.263,0.180,115.508
26,1N4148WS_200V_2.avi:2.60 s,0.037,1.351,0.895,0.263,0.179,115.288
27,1N4148WS_200V_2.avi:2.70 s,0.037,1.351,0.895,0.262,0.181,115.401
28,1N4148WS_200V_2.avi:2.80 s,0.037,1.351,0.895,0.263,0.180,115.070
29,1N4148WS_200V_2.avi:2.90 s,0.037,1.351,0.895,0.262,0.180,115.405
30,1N4148WS_200V_2.avi:3.00 s,0.037,1.351,0.895,0.262,0.180,115.545
31,1N4148WS_200V_2.avi:3.10 s,0.037,1.351,0.895,0.262,0.181,115.036
32,1N4148WS_200V_2.avi:3.20 s,0.037,1.351,0.895,0.262,0.180,115.545
33,1N4148WS_200V_2.avi:3.30 s,0.037,1.351,0.895,0.263,0.180,115.380
34,1N4148WS_200V_2.avi:3.40 s,0.037,1.351,0.895,0.263,0.180,115.240
35,1N4148WS_200V_2.avi:3.50 s,0.037,1.351,0.895,0.262,0.180,115.397
36,1N4148WS_200V_2.avi:3.60 s,0.037,1.351,0.895,0.262,0.181,115.383
37,1N4148WS_200V_2.avi:3.70 s,0.037,1.351,0.895,0.263,0.180,115.369
38,1N4148WS_200V_2.avi:3.80 s,0.037,1.351,0.895,0.264,0.180,115.647
39,1N4148WS_200V_2.avi:3.90 s,0.037,1.351,0.895,0.262,0.180,115.030
40,1N4148WS_200V_2.avi:4.00 s,0.037,1.351,0.895,0.262,0.180,115.397
