Frame,Label,Area,XM,YM,Major,Minor,Angle
67,1N4148WS_600V_6.avi:4.47 s,0.038,1.103,0.843,0.284,0.171,123.356
68,1N4148WS_600V_6.avi:4.53 s,0.038,1.102,0.819,0.286,0.170,125.303
69,1N4148WS_600V_6.avi:4.60 s,0.038,1.102,0.798,0.285,0.171,125.245
70,1N4148WS_600V_6.avi:4.67 s,0.038,1.107,0.780,0.283,0.171,124.001
71,1N4148WS_600V_6.avi:4.73 s,0.038,1.115,0.767,0.284,0.171,125.161
72,1N4148WS_600V_6.avi:4.80 s,0.038,1.125,0.757,0.286,0.171,125.537
73,1N4148WS_600V_6.avi:4.87 s,0.038,1.136,0.752,0.285,0.171,125.443
74,1N4148WS_600V_6.avi:4.93 s,0.038,1.152,0.751,0.284,0.171,125.767
75,1N4148WS_600V_6.avi:5.00 s,0.038,1.169,0.756,0.283,0.172,126.615
76,1N4148WS_600V_6.avi:5.07 s,0.038,1.187,0.766,0.284,0.171,126.346
77,1N4148WS_600V_6.avi:5.13 s,0.038,1.203,0.779,0.283,0.171,126.842
78,1N4148WS_600V_6.avi:5.20 s,0.038,1.216,0.793,0.284,0.172,127.698
79,1N4148WS_600V_6.avi:5.27 s,0.038,1.228,0.807,0.285,0.171,127.183
80,1N4148WS_600V_6.avi:5.33 s,0.038,1.236,0.819,0.283,0.171,126.883
81,1N4148WS_600V_6.avi:5.40 s,0.038,1.243,0.830,0.284,0.171,127.088
82,1N4148WS_600V_6.avi:5.47 s,0.038,1.247,0.839,0.284,0.171,127.342
83,1N4148WS_600V_6.avi:5.54 s,0.038,1.251,0.847,0.284,0.171,127.946
84,1N4148WS_600V_6.avi:5.60 s,0.038,1.253,0.853,0.286,0.171,126.768
85,1N4148WS_600V_6.avi:5.67 s,0.038,1.254,0.858,0.285,0.170,126.482
86,1N4148WS_600V_6.avi:5.74 s,0.038,1.252,0.861,0.283,0.172,126.795
87,1N4148WS_600V_6.avi:5.80 s,0.038,1.251,0.863,0.284,0.170,127.319
88,1N4148WS_600V_6.avi:5.87 s,0.038,1.247,0.862,0.284,0.171,127.883
89,1N4148WS_600V_6.avi:5.94 s,0.038,1.242,0.859,0.284,0.171,128.288
90,1N4148WS_600V_6.avi:6.00 s,0.038,1.234,0.855,0.285,0.171,127.797
91,1N4148WS_600V_6.avi:6.07 s,0.038,1.226,0.849,0.285,0.171,128.430
92,1N4148WS_600V_6.avi:6.14 s,0.038,1.216,0.842,0.283,0.171,127.699
93,1N4148WS_600V_6.avi:6.20 s,0.038,1.204,0.835,0.284,0.172,127.177
94,1N4148WS_600V_6.avi:6.27 s,0.038,1.194,0.828,0.284,0.171,127.046
95,1N4148WS_600V_6.avi:6.34 s,0.038,1.184,0.820,0.285,0.171,127.458
96,1N4148WS_600V_6.avi:6.40 s,0.038,1.175,0.814,0.284,0.171,126.553
97,1N4148WS_600V_6.avi:6.47 s,0.038,1.168,0.807,0.283,0.172,125.516
98,1N4148WS_600V_6.avi:6.54 s,0.038,1.161,0.799,0.286,0.171,125.840
99,1N4148WS_600V_6.avi:6.60 s,0.038,1.157,0.790,0.284,0.170,126.688
100,1N4148WS_600V_6.avi:6.67 s,0.038,1.153,0.780,0.284,0.171,127.931
101,1N4148WS_600V_6.avi:6.74 s,0.038,1.152,0.769,0.286,0.170,128.114
102,1N4148WS_600V_6.avi:6.80 s,0.038,1.153,0.758,0.284,0.171,128.108
103,1N4148WS_600V_6.avi:6.87 s,0.038,1.156,0.748,0.284,0.171,128.862
104,1N4148WS_600V_6.avi:6.94 s,0.038,1.162,0.742,0.284,0.171,129.353
105,1N4148WS_600V_6.avi:7.00 s,0.038,1.172,0.740,0.284,0.172,129.523
106,1N4148WS_600V_6.avi:7.07 s,0.038,1.182,0.741,0.284,0.172,129.543
107,1N4148WS_600V_6.avi:7.14 s,0.038,1.193,0.745,0.285,0.172,130.100
108,1N4148WS_600V_6.avi:7.20 s,0.038,1.204,0.751,0.285,0.171,128.959
109,1N4148WS_600V_6.avi:7.27 s,0.038,1.215,0.760,0.285,0.171,127.290
110,1N4148WS_600V_6.avi:7.34 s,0.038,1.227,0.769,0.286,0.170,126.900
111,1N4148WS_600V_6.avi:7.40 s,0.038,1.239,0.782,0.285,0.170,127.649
112,1N4148WS_600V_6.avi:7.47 s,0.038,1.252,0.794,0.284,0.171,127.884
113,1N4148WS_600V_6.avi:7.54 s,0.038,1.264,0.808,0.283,0.171,127.182
114,1N4148WS_600V_6.avi:7.60 s,0.038,1.276,0.823,0.286,0.170,127.025
115,1N4148WS_600V_6.avi:7.67 s,0.038,1.292,0.844,0.284,0.172,126.536
116,1N4148WS_600V_6.avi:7.74 s,0.038,1.310,0.871,0.285,0.171,126.346
117,1N4148WS_600V_6.avi:7.80 s,0.038,1.333,0.906,0.285,0.170,126.247
118,1N4148WS_600V_6.avi:7.87 s,0.038,1.358,0.945,0.286,0.170,126.215
119,1N4148WS_600V_6.avi:7.94 s,0.038,1.381,0.985,0.285,0.170,125.761
120,1N4148WS_600V_6.avi:8.00 s,0.038,1.401,1.024,0.286,0.171,124.920
121,1N4148WS_600V_6.avi:8.07 s,0.038,1.416,1.057,0.284,0.172,124.724
122,1N4148WS_600V_6.avi:8.14 s,0.038,1.427,1.086,0.284,0.171,124.099
123,1N4148WS_600V_6.avi:8.20 s,0.038,1.435,1.110,0.284,0.171,124.011
124,1N4148WS_600V_6.avi:8.27 s,0.038,1.437,1.127,0.285,0.170,123.388
125,1N4148WS_600V_6.avi:8.34 s,0.038,1.437,1.139,0.284,0.170,123.001
126,1N4148WS_600V_6.avi:8.40 s,0.038,1.432,1.144,0.284,0.171,122.325
127,1N4148WS_600V_6.avi:8.47 s,0.038,1.423,1.141,0.284,0.172,124.095
128,1N4148WS_600V_6.avi:8.54 s,0.038,1.410,1.131,0.285,0.169,125.408
129,1N4148WS_600V_6.avi:8.60 s,0.038,1.394,1.117,0.283,0.171,124.569
130,1N4148WS_600V_6.avi:8.67 s,0.038,1.377,1.100,0.286,0.170,123.477
131,1N4148WS_600V_6.avi:8.74 s,0.038,1.361,1.080,0.284,0.170,122.996
132,1N4148WS_600V_6.avi:8.80 s,0.038,1.347,1.060,0.285,0.170,122.900
133,1N4148WS_600V_6.avi:8.87 s,0.038,1.337,1.037,0.285,0.171,123.836
134,1N4148WS_600V_6.avi:8.94 s,0.038,1.331,1.014,0.283,0.171,124.795
135,1N4148WS_600V_6.avi:9.00 s,0.038,1.326,0.989,0.285,0.170,125.550
136,1N4148WS_600V_6.avi:9.07 s,0.038,1.324,0.961,0.284,0.171,125.544
137,1N4148WS_600V_6.avi:9.14 s,0.038,1.322,0.930,0.286,0.171,126.540
138,1N4148WS_600V_6.avi:9.20 s,0.038,1.323,0.899,0.285,0.172,127.682
139,1N4148WS_600V_6.avi:9.27 s,0.038,1.324,0.865,0.284,0.172,127.810
140,1N4148WS_600V_6.avi:9.34 s,0.038,1.324,0.830,0.285,0.171,128.460
141,1N4148WS_600V_6.avi:9.40 s,0.038,1.328,0.796,0.284,0.171,129.595
142,1N4148WS_600V_6.avi:9.47 s,0.038,1.327,0.765,0.285,0.172,130.379
143,1N4148WS_600V_6.avi:9.54 s,0.038,1.325,0.737,0.285,0.172,129.721
144,1N4148WS_600V_6.avi:9.60 s,0.038,1.321,0.714,0.284,0.171,130.205
145,1N4148WS_600V_6.avi:9.67 s,0.038,1.318,0.699,0.286,0.171,131.914
146,1N4148WS_600V_6.avi:9.74 s,0.039,1.316,0.692,0.286,0.172,134.044
147,1N4148WS_600V_6.avi:9.80 s,0.038,1.315,0.697,0.286,0.171,132.885
148,1N4148WS_600V_6.avi:9.87 s,0.038,1.315,0.708,0.284,0.171,130.426
149,1N4148WS_600V_6.avi:9.94 s,0.038,1.313,0.720,0.285,0.171,129.980
150,1N4148WS_600V_6.avi:10.00 s,0.038,1.308,0.733,0.284,0.172,129.459
151,1N4148WS_600V_6.avi:10.07 s,0.038,1.302,0.744,0.284,0.171,129.878
152,1N4148WS_600V_6.avi:10.14 s,0.038,1.293,0.750,0.285,0.171,129.261
153,1N4148WS_600V_6.avi:10.20 s,0.038,1.279,0.750,0.284,0.171,127.996
154,1N4148WS_600V_6.avi:10.27 s,0.038,1.267,0.750,0.285,0.171,129.440
155,1N4148WS_600V_6.avi:10.34 s,0.038,1.259,0.751,0.283,0.171,130.743
156,1N4148WS_600V_6.avi:10.40 s,0.038,1.255,0.757,0.285,0.170,130.291
157,1N4148WS_600V_6.avi:10.47 s,0.038,1.254,0.763,0.284,0.171,130.323
158,1N4148WS_600V_6.avi:10.54 s,0.038,1.251,0.768,0.284,0.171,129.392
159,1N4148WS_600V_6.avi:10.60 s,0.038,1.249,0.774,0.285,0.171,128.397
160,1N4148WS_600V_6.avi:10.67 s,0.038,1.250,0.781,0.284,0.171,127.668
161,1N4148WS_600V_6.avi:10.74 s,0.038,1.256,0.793,0.283,0.171,126.964
162,1N4148WS_600V_6.avi:10.80 s,0.038,1.268,0.805,0.284,0.171,126.051
163,1N4148WS_600V_6.avi:10.87 s,0.038,1.286,0.824,0.285,0.171,126.995
164,1N4148WS_600V_6.avi:10.94 s,0.038,1.307,0.845,0.285,0.171,126.850
165,1N4148WS_600V_6.avi:11.00 s,0.038,1.334,0.872,0.284,0.171,125.643
166,1N4148WS_600V_6.avi:11.07 s,0.038,1.363,0.901,0.284,0.171,125.730
167,1N4148WS_600V_6.avi:11.14 s,0.038,1.390,0.929,0.283,0.171,125.154
168,1N4148WS_600V_6.avi:11.20 s,0.038,1.415,0.956,0.283,0.172,124.286
169,1N4148WS_600V_6.avi:11.27 s,0.038,1.436,0.980,0.284,0.172,123.854
170,1N4148WS_600V_6.avi:11.34 s,0.038,1.454,1.002,0.285,0.171,122.628
171,1N4148WS_600V_6.avi:11.40 s,0.038,1.472,1.027,0.283,0.171,120.504
172,1N4148WS_600V_6.avi:11.47 s,0.038,1.491,1.049,0.285,0.170,119.910
173,1N4148WS_600V_6.avi:11.54 s,0.038,1.506,1.068,0.284,0.172,120.379
174,1N4148WS_600V_6.avi:11.60 s,0.038,1.520,1.087,0.284,0.170,120.734
175,1N4148WS_600V_6.avi:11.67 s,0.038,1.534,1.104,0.285,0.170,123.288
176,1N4148WS_600V_6.avi:11.74 s,0.038,1.545,1.119,0.284,0.171,122.518
177,1N4148WS_600V_6.avi:11.80 s,0.038,1.551,1.129,0.285,0.171,122.382
178,1N4148WS_600V_6.avi:11.87 s,0.038,1.550,1.133,0.285,0.171,122.341
179,1N4148WS_600V_6.avi:11.94 s,0.038,1.544,1.129,0.285,0.171,122.942
180,1N4148WS_600V_6.avi:12.00 s,0.038,1.533,1.123,0.284,0.170,122.689
181,1N4148WS_600V_6.avi:12.07 s,0.038,1.519,1.113,0.284,0.171,122.242
182,1N4148WS_600V_6.avi:12.14 s,0.038,1.504,1.102,0.283,0.171,122.143
183,1N4148WS_600V_6.avi:12.20 s,0.038,1.491,1.093,0.285,0.171,121.532
184,1N4148WS_600V_6.avi:12.27 s,0.038,1.484,1.084,0.284,0.170,122.951
185,1N4148WS_600V_6.avi:12.34 s,0.038,1.483,1.079,0.286,0.171,123.221
186,1N4148WS_600V_6.avi:12.40 s,0.038,1.489,1.078,0.286,0.171,122.895
187,1N4148WS_600V_6.avi:12.47 s,0.038,1.497,1.083,0.284,0.171,122.134
188,1N4148WS_600V_6.avi:12.54 s,0.038,1.511,1.094,0.285,0.170,123.229
189,1N4148WS_600V_6.avi:12.60 s,0.038,1.530,1.112,0.284,0.171,124.624
190,1N4148WS_600V_6.avi:12.67 s,0.038,1.550,1.135,0.286,0.171,124.557
191,1N4148WS_600V_6.avi:12.74 s,0.038,1.568,1.160,0.285,0.171,123.339
192,1N4148WS_600V_6.avi:12.80 s,0.038,1.583,1.183,0.284,0.171,123.080
193,1N4148WS_600V_6.avi:12.87 s,0.038,1.595,1.205,0.284,0.170,124.151
194,1N4148WS_600V_6.avi:12.94 s,0.038,1.602,1.223,0.285,0.170,124.717
195,1N4148WS_600V_6.avi:13.00 s,0.038,1.604,1.235,0.285,0.170,124.486
196,1N4148WS_600V_6.avi:13.07 s,0.038,1.602,1.240,0.284,0.170,124.228
197,1N4148WS_600V_6.avi:13.14 s,0.038,1.593,1.238,0.285,0.171,125.790
198,1N4148WS_600V_6.avi:13.20 s,0.038,1.581,1.231,0.284,0.171,126.025
199,1N4148WS_600V_6.avi:13.27 s,0.038,1.564,1.217,0.285,0.171,125.244
200,1N4148WS_600V_6.avi:13.34 s,0.038,1.543,1.197,0.284,0.171,124.803
201,1N4148WS_600V_6.avi:13.40 s,0.038,1.518,1.171,0.285,0.170,125.030
202,1N4148WS_600V_6.avi:13.47 s,0.038,1.492,1.142,0.284,0.171,125.093
203,1N4148WS_600V_6.avi:13.54 s,0.038,1.466,1.113,0.286,0.170,124.048
204,1N4148WS_600V_6.avi:13.60 s,0.038,1.440,1.083,0.284,0.171,122.973
205,1N4148WS_600V_6.avi:13.67 s,0.038,1.414,1.053,0.285,0.171,123.329
206,1N4148WS_600V_6.avi:13.74 s,0.038,1.387,1.021,0.285,0.171,123.999
207,1N4148WS_600V_6.avi:13.80 s,0.038,1.362,0.993,0.283,0.170,124.798
208,1N4148WS_600V_6.avi:13.87 s,0.038,1.341,0.967,0.286,0.171,123.962
209,1N4148WS_600V_6.avi:13.94 s,0.038,1.322,0.944,0.284,0.171,124.631
210,1N4148WS_600V_6.avi:14.00 s,0.038,1.304,0.919,0.285,0.171,125.248
211,1N4148WS_600V_6.avi:14.07 s,0.038,1.288,0.892,0.285,0.170,125.070
212,1N4148WS_600V_6.avi:14.14 s,0.038,1.271,0.861,0.286,0.171,125.707
213,1N4148WS_600V_6.avi:14.20 s,0.038,1.257,0.831,0.285,0.171,125.449
214,1N4148WS_600V_6.avi:14.27 s,0.038,1.244,0.800,0.284,0.171,126.133
215,1N4148WS_600V_6.avi:14.34 s,0.038,1.232,0.771,0.285,0.171,126.129
216,1N4148WS_600V_6.avi:14.40 s,0.038,1.224,0.745,0.286,0.170,127.108
217,1N4148WS_600V_6.avi:14.47 s,0.038,1.222,0.726,0.285,0.172,126.072
218,1N4148WS_600V_6.avi:14.54 s,0.038,1.224,0.716,0.285,0.172,125.790
219,1N4148WS_600V_6.avi:14.60 s,0.038,1.234,0.714,0.284,0.172,125.254
220,1N4148WS_600V_6.avi:14.67 s,0.038,1.249,0.718,0.286,0.171,125.826
221,1N4148WS_600V_6.avi:14.74 s,0.038,1.265,0.727,0.284,0.172,126.345
222,1N4148WS_600V_6.avi:14.80 s,0.038,1.281,0.736,0.287,0.170,125.246
223,1N4148WS_600V_6.avi:14.87 s,0.038,1.296,0.747,0.285,0.172,124.333
224,1N4148WS_600V_6.avi:14.94 s,0.038,1.311,0.755,0.285,0.171,123.891
225,1N4148WS_600V_6.avi:15.00 s,0.038,1.323,0.763,0.286,0.171,124.734
226,1N4148WS_600V_6.avi:15.07 s,0.038,1.336,0.771,0.283,0.173,124.261
227,1N4148WS_600V_6.avi:15.14 s,0.038,1.349,0.780,0.285,0.171,124.150
228,1N4148WS_600V_6.avi:15.20 s,0.039,1.364,0.792,0.286,0.172,125.074
229,1N4148WS_600V_6.avi:15.27 s,0.038,1.379,0.805,0.286,0.171,125.198
230,1N4148WS_600V_6.avi:15.34 s,0.038,1.393,0.818,0.285,0.171,124.555
231,1N4148WS_600V_6.avi:15.40 s,0.039,1.407,0.828,0.286,0.171,124.449
232,1N4148WS_600V_6.avi:15.47 s,0.038,1.417,0.836,0.285,0.170,125.009
233,1N4148WS_600V_6.avi:15.54 s,0.038,1.425,0.838,0.283,0.171,125.034
234,1N4148WS_600V_6.avi:15.60 s,0.038,1.429,0.838,0.286,0.171,125.747
235,1N4148WS_600V_6.avi:15.67 s,0.038,1.431,0.835,0.285,0.171,125.867
236,1N4148WS_600V_6.avi:15.74 s,0.038,1.430,0.833,0.284,0.171,126.198
237,1N4148WS_600V_6.avi:15.80 s,0.038,1.428,0.830,0.285,0.170,126.188
238,1N4148WS_600V_6.avi:15.87 s,0.038,1.425,0.828,0.285,0.171,125.992
239,1N4148WS_600V_6.avi:15.94 s,0.039,1.422,0.828,0.287,0.171,125.816
240,1N4148WS_600V_6.avi:16.00 s,0.038,1.417,0.828,0.287,0.170,125.665
241,1N4148WS_600V_6.avi:16.07 s,0.038,1.412,0.830,0.286,0.171,125.761
242,1N4148WS_600V_6.avi:16.14 s,0.038,1.407,0.835,0.285,0.171,125.114
243,1N4148WS_600V_6.avi:16.20 s,0.038,1.401,0.839,0.286,0.171,125.341
244,1N4148WS_600V_6.avi:16.27 s,0.038,1.394,0.842,0.285,0.171,124.415
245,1N4148WS_600V_6.avi:16.34 s,0.038,1.386,0.842,0.283,0.172,124.596
246,1N4148WS_600V_6.avi:16.41 s,0.038,1.377,0.840,0.286,0.171,124.894
247,1N4148WS_600V_6.avi:16.47 s,0.038,1.367,0.836,0.284,0.171,124.880
248,1N4148WS_600V_6.avi:16.54 s,0.038,1.355,0.831,0.284,0.171,124.276
249,1N4148WS_600V_6.avi:16.61 s,0.038,1.346,0.825,0.286,0.171,123.818
250,1N4148WS_600V_6.avi:16.67 s,0.038,1.337,0.819,0.285,0.171,124.750
251,1N4148WS_600V_6.avi:16.74 s,0.038,1.331,0.811,0.285,0.170,125.053
252,1N4148WS_600V_6.avi:16.81 s,0.038,1.327,0.802,0.285,0.171,125.488
253,1N4148WS_600V_6.avi:16.87 s,0.038,1.326,0.792,0.285,0.171,126.437
254,1N4148WS_600V_6.avi:16.94 s,0.038,1.326,0.780,0.286,0.170,126.004
255,1N4148WS_600V_6.avi:17.01 s,0.038,1.327,0.767,0.285,0.171,125.838
256,1N4148WS_600V_6.avi:17.07 s,0.038,1.329,0.751,0.284,0.171,127.213
257,1N4148WS_600V_6.avi:17.14 s,0.038,1.332,0.735,0.285,0.171,127.738
258,1N4148WS_600V_6.avi:17.21 s,0.039,1.334,0.716,0.286,0.172,127.339
259,1N4148WS_600V_6.avi:17.27 s,0.038,1.332,0.695,0.285,0.170,127.800
260,1N4148WS_600V_6.avi:17.34 s,0.038,1.324,0.667,0.286,0.171,129.078
261,1N4148WS_600V_6.avi:17.41 s,0.038,1.309,0.636,0.285,0.171,129.351
262,1N4148WS_600V_6.avi:17.47 s,0.038,1.289,0.603,0.286,0.171,129.098
263,1N4148WS_600V_6.avi:17.54 s,0.038,1.267,0.571,0.286,0.170,129.055
264,1N4148WS_600V_6.avi:17.61 s,0.038,1.246,0.546,0.286,0.171,128.792
265,1N4148WS_600V_6.avi:17.67 s,0.038,1.226,0.527,0.286,0.171,128.299
266,1N4148WS_600V_6.avi:17.74 s,0.038,1.207,0.516,0.286,0.171,128.219
267,1N4148WS_600V_6.avi:17.81 s,0.039,1.190,0.511,0.286,0.171,127.453
268,1N4148WS_600V_6.avi:17.87 s,0.038,1.173,0.513,0.286,0.171,128.849
269,1N4148WS_600V_6.avi:17.94 s,0.038,1.158,0.521,0.283,0.172,129.224
270,1N4148WS_600V_6.avi:18.01 s,0.038,1.144,0.534,0.286,0.171,128.624
271,1N4148WS_600V_6.avi:18.07 s,0.038,1.131,0.550,0.286,0.171,128.087
272,1N4148WS_600V_6.avi:18.14 s,0.039,1.118,0.568,0.287,0.171,127.157
273,1N4148WS_600V_6.avi:18.21 s,0.038,1.107,0.589,0.285,0.172,126.621
274,1N4148WS_600V_6.avi:18.27 s,0.038,1.096,0.609,0.285,0.171,126.043
275,1N4148WS_600V_6.avi:18.34 s,0.038,1.088,0.630,0.286,0.172,125.470
276,1N4148WS_600V_6.avi:18.41 s,0.038,1.079,0.648,0.286,0.171,126.158
277,1N4148WS_600V_6.avi:18.47 s,0.038,1.069,0.663,0.284,0.170,126.735
278,1N4148WS_600V_6.avi:18.54 s,0.038,1.058,0.677,0.286,0.171,126.480
279,1N4148WS_600V_6.avi:18.61 s,0.038,1.048,0.690,0.286,0.171,126.207
280,1N4148WS_600V_6.avi:18.67 s,0.038,1.039,0.702,0.285,0.171,125.107
281,1N4148WS_600V_6.avi:18.74 s,0.038,1.034,0.717,0.285,0.171,124.140
282,1N4148WS_600V_6.avi:18.81 s,0.038,1.030,0.731,0.284,0.171,124.448
283,1N4148WS_600V_6.avi:18.87 s,0.038,1.029,0.745,0.285,0.171,124.154
284,1N4148WS_600V_6.avi:18.94 s,0.038,1.028,0.758,0.286,0.170,125.000
285,1N4148WS_600V_6.avi:19.01 s,0.038,1.025,0.765,0.286,0.171,126.471
286,1N4148WS_600V_6.avi:19.07 s,0.038,1.018,0.767,0.287,0.171,127.597
287,1N4148WS_600V_6.avi:19.14 s,0.038,1.009,0.767,0.284,0.172,127.810
288,1N4148WS_600V_6.avi:19.21 s,0.038,1.004,0.768,0.286,0.171,126.811
289,1N4148WS_600V_6.avi:19.27 s,0.038,1.001,0.769,0.284,0.171,124.609
290,1N4148WS_600V_6.avi:19.34 s,0.038,1.001,0.771,0.285,0.171,124.622
291,1N4148WS_600V_6.avi:19.41 s,0.038,1.005,0.774,0.284,0.171,125.612
292,1N4148WS_600V_6.avi:19.47 s,0.038,1.011,0.777,0.286,0.171,124.308
293,1N4148WS_600V_6.avi:19.54 s,0.038,1.023,0.786,0.286,0.170,124.348
294,1N4148WS_600V_6.avi:19.61 s,0.038,1.041,0.799,0.286,0.171,125.688
295,1N4148WS_600V_6.avi:19.67 s,0.038,1.058,0.811,0.285,0.171,125.898
296,1N4148WS_600V_6.avi:19.74 s,0.038,1.073,0.817,0.287,0.171,125.874
