Frame,Label,Area,XM,YM,Major,Minor,Angle
31,1N4148WS_100V_3.avi:2.07 s,0.034,1.273,1.142,0.264,0.162,7.814
32,1N4148WS_100V_3.avi:2.14 s,0.034,1.274,1.142,0.265,0.162,8.394
33,1N4148WS_100V_3.avi:2.20 s,0.034,1.275,1.143,0.266,0.161,8.040
34,1N4148WS_100V_3.avi:2.27 s,0.034,1.273,1.146,0.267,0.160,7.316
35,1N4148WS_100V_3.avi:2.34 s,0.034,1.273,1.147,0.265,0.162,7.529
36,1N4148WS_100V_3.avi:2.40 s,0.034,1.274,1.149,0.265,0.162,8.842
37,1N4148WS_100V_3.avi:2.47 s,0.034,1.275,1.149,0.265,0.162,8.186
38,1N4148WS_100V_3.avi:2.54 s,0.034,1.275,1.149,0.265,0.162,8.799
39,1N4148WS_100V_3.avi:2.60 s,0.034,1.275,1.151,0.267,0.160,7.467
40,1N4148WS_100V_3.avi:2.67 s,0.034,1.275,1.152,0.266,0.161,8.255
41,1N4148WS_100V_3.avi:2.74 s,0.034,1.274,1.152,0.267,0.161,8.566
42,1N4148WS_100V_3.avi:2.80 s,0.034,1.275,1.153,0.267,0.161,8.992
43,1N4148WS_100V_3.avi:2.87 s,0.034,1.274,1.153,0.266,0.161,9.957
44,1N4148WS_100V_3.avi:2.94 s,0.034,1.276,1.153,0.266,0.161,10.725
45,1N4148WS_100V_3.avi:3.00 s,0.034,1.276,1.154,0.266,0.161,10.748
46,1N4148WS_100V_3.avi:3.07 s,0.034,1.278,1.153,0.266,0.161,11.728
47,1N4148WS_100V_3.avi:3.14 s,0.034,1.278,1.153,0.265,0.162,12.177
48,1N4148WS_100V_3.avi:3.21 s,0.034,1.279,1.153,0.265,0.161,12.070
49,1N4148WS_100V_3.avi:3.27 s,0.033,1.280,1.153,0.264,0.161,12.938
50,1N4148WS_100V_3.avi:3.34 s,0.034,1.281,1.151,0.267,0.160,13.129
51,1N4148WS_100V_3.avi:3.41 s,0.034,1.281,1.151,0.266,0.161,13.621
52,1N4148WS_100V_3.avi:3.47 s,0.033,1.281,1.151,0.264,0.161,13.736
53,1N4148WS_100V_3.avi:3.54 s,0.033,1.283,1.150,0.266,0.160,14.197
54,1N4148WS_100V_3.avi:3.61 s,0.034,1.282,1.149,0.265,0.161,15.214
55,1N4148WS_100V_3.avi:3.67 s,0.034,1.284,1.149,0.265,0.161,15.691
56,1N4148WS_100V_3.avi:3.74 s,0.033,1.283,1.148,0.264,0.161,16.220
57,1N4148WS_100V_3.avi:3.81 s,0.034,1.284,1.147,0.264,0.161,16.160
58,1N4148WS_100V_3.avi:3.87 s,0.034,1.286,1.147,0.265,0.162,16.368
59,1N4148WS_100V_3.avi:3.94 s,0.034,1.284,1.147,0.266,0.161,16.986
60,1N4148WS_100V_3.avi:4.01 s,0.034,1.286,1.146,0.267,0.160,17.836
61,1N4148WS_100V_3.avi:4.07 s,0.034,1.286,1.146,0.266,0.160,17.589
62,1N4148WS_100V_3.avi:4.14 s,0.034,1.287,1.145,0.266,0.161,18.091
63,1N4148WS_100V_3.avi:4.21 s,0.034,1.287,1.146,0.266,0.161,18.207
64,1N4148WS_100V_3.avi:4.27 s,0.034,1.288,1.145,0.266,0.161,18.760
65,1N4148WS_100V_3.avi:4.34 s,0.034,1.288,1.144,0.267,0.161,19.032
66,1N4148WS_100V_3.avi:4.41 s,0.034,1.288,1.144,0.265,0.161,19.803
67,1N4148WS_100V_3.avi:4.47 s,0.034,1.289,1.144,0.266,0.161,20.265
68,1N4148WS_100V_3.avi:4.54 s,0.034,1.288,1.144,0.265,0.161,20.740
69,1N4148WS_100V_3.avi:4.61 s,0.033,1.287,1.144,0.265,0.161,21.514
70,1N4148WS_100V_3.avi:4.67 s,0.034,1.289,1.143,0.266,0.161,21.964
71,1N4148WS_100V_3.avi:4.74 s,0.033,1.288,1.143,0.265,0.161,22.012
72,1N4148WS_100V_3.avi:4.81 s,0.033,1.288,1.144,0.265,0.160,23.057
73,1N4148WS_100V_3.avi:4.87 s,0.033,1.287,1.145,0.265,0.160,23.100
74,1N4148WS_100V_3.avi:4.94 s,0.033,1.287,1.146,0.266,0.160,23.868
75,1N4148WS_100V_3.avi:5.01 s,0.034,1.288,1.145,0.266,0.161,24.302
76,1N4148WS_100V_3.avi:5.07 s,0.033,1.288,1.145,0.266,0.160,24.672
77,1N4148WS_100V_3.avi:5.14 s,0.033,1.287,1.146,0.265,0.160,25.374
78,1N4148WS_100V_3.avi:5.21 s,0.033,1.288,1.145,0.267,0.160,26.493
79,1N4148WS_100V_3.avi:5.28 s,0.034,1.285,1.146,0.267,0.161,26.930
80,1N4148WS_100V_3.avi:5.34 s,0.033,1.285,1.146,0.265,0.161,27.621
81,1N4148WS_100V_3.avi:5.41 s,0.033,1.286,1.146,0.264,0.161,27.780
82,1N4148WS_100V_3.avi:5.48 s,0.034,1.284,1.148,0.265,0.162,28.421
83,1N4148WS_100V_3.avi:5.54 s,0.033,1.284,1.149,0.266,0.160,29.407
84,1N4148WS_100V_3.avi:5.61 s,0.033,1.283,1.148,0.265,0.160,30.224
85,1N4148WS_100V_3.avi:5.68 s,0.033,1.284,1.151,0.265,0.160,30.712
86,1N4148WS_100V_3.avi:5.74 s,0.033,1.282,1.152,0.265,0.160,31.389
87,1N4148WS_100V_3.avi:5.81 s,0.033,1.281,1.152,0.265,0.160,31.154
88,1N4148WS_100V_3.avi:5.88 s,0.033,1.280,1.153,0.265,0.159,32.032
89,1N4148WS_100V_3.avi:5.94 s,0.033,1.280,1.154,0.264,0.160,32.440
90,1N4148WS_100V_3.avi:6.01 s,0.033,1.279,1.155,0.264,0.160,32.774
91,1N4148WS_100V_3.avi:6.08 s,0.033,1.279,1.155,0.265,0.160,33.500
92,1N4148WS_100V_3.avi:6.14 s,0.033,1.279,1.157,0.266,0.160,33.570
93,1N4148WS_100V_3.avi:6.21 s,0.033,1.279,1.156,0.264,0.160,33.872
94,1N4148WS_100V_3.avi:6.28 s,0.034,1.278,1.157,0.265,0.161,34.112
95,1N4148WS_100V_3.avi:6.34 s,0.033,1.278,1.157,0.265,0.161,34.458
96,1N4148WS_100V_3.avi:6.41 s,0.033,1.276,1.158,0.266,0.160,34.532
97,1N4148WS_100V_3.avi:6.48 s,0.033,1.276,1.159,0.265,0.160,34.254
98,1N4148WS_100V_3.avi:6.54 s,0.033,1.274,1.161,0.263,0.161,34.531
99,1N4148WS_100V_3.avi:6.61 s,0.033,1.274,1.161,0.262,0.161,34.017
100,1N4148WS_100V_3.avi:6.68 s,0.033,1.273,1.161,0.264,0.161,33.952
101,1N4148WS_100V_3.avi:6.74 s,0.034,1.273,1.161,0.265,0.161,33.643
102,1N4148WS_100V_3.avi:6.81 s,0.034,1.272,1.161,0.266,0.161,33.297
103,1N4148WS_100V_3.avi:6.88 s,0.034,1.272,1.161,0.266,0.161,32.871
104,1N4148WS_100V_3.avi:6.94 s,0.034,1.270,1.162,0.264,0.162,32.482
105,1N4148WS_100V_3.avi:7.01 s,0.034,1.270,1.163,0.265,0.161,32.294
106,1N4148WS_100V_3.avi:7.08 s,0.033,1.269,1.163,0.264,0.161,31.197
107,1N4148WS_100V_3.avi:7.14 s,0.033,1.269,1.163,0.264,0.160,30.176
108,1N4148WS_100V_3.avi:7.21 s,0.033,1.270,1.162,0.265,0.161,29.994
109,1N4148WS_100V_3.avi:7.28 s,0.034,1.267,1.163,0.266,0.161,29.890
110,1N4148WS_100V_3.avi:7.35 s,0.033,1.267,1.164,0.264,0.161,28.753
111,1N4148WS_100V_3.avi:7.41 s,0.033,1.266,1.164,0.266,0.160,27.974
112,1N4148WS_100V_3.avi:7.48 s,0.033,1.265,1.164,0.266,0.160,27.770
113,1N4148WS_100V_3.avi:7.55 s,0.034,1.263,1.165,0.266,0.161,27.640
114,1N4148WS_100V_3.avi:7.61 s,0.033,1.265,1.164,0.266,0.160,26.743
115,1N4148WS_100V_3.avi:7.68 s,0.033,1.264,1.163,0.266,0.161,25.960
116,1N4148WS_100V_3.avi:7.75 s,0.033,1.265,1.164,0.265,0.161,25.543
117,1N4148WS_100V_3.avi:7.81 s,0.033,1.264,1.163,0.266,0.160,24.393
118,1N4148WS_100V_3.avi:7.88 s,0.034,1.266,1.163,0.266,0.161,23.653
119,1N4148WS_100V_3.avi:7.95 s,0.033,1.265,1.164,0.266,0.161,23.570
120,1N4148WS_100V_3.avi:8.01 s,0.034,1.263,1.164,0.266,0.161,22.714
121,1N4148WS_100V_3.avi:8.08 s,0.033,1.264,1.164,0.266,0.160,21.616
122,1N4148WS_100V_3.avi:8.15 s,0.034,1.264,1.165,0.267,0.160,21.668
123,1N4148WS_100V_3.avi:8.21 s,0.033,1.264,1.164,0.266,0.159,21.701
124,1N4148WS_100V_3.avi:8.28 s,0.033,1.265,1.165,0.264,0.160,21.309
125,1N4148WS_100V_3.avi:8.35 s,0.033,1.265,1.165,0.263,0.161,20.786
126,1N4148WS_100V_3.avi:8.41 s,0.034,1.266,1.165,0.264,0.162,20.402
127,1N4148WS_100V_3.avi:8.48 s,0.034,1.265,1.165,0.266,0.161,20.354
128,1N4148WS_100V_3.avi:8.55 s,0.034,1.265,1.165,0.266,0.161,19.987
129,1N4148WS_100V_3.avi:8.61 s,0.034,1.266,1.165,0.267,0.161,19.552
130,1N4148WS_100V_3.avi:8.68 s,0.033,1.266,1.165,0.265,0.161,19.188
131,1N4148WS_100V_3.avi:8.75 s,0.033,1.265,1.166,0.266,0.160,19.367
132,1N4148WS_100V_3.avi:8.81 s,0.033,1.266,1.165,0.266,0.160,19.219
133,1N4148WS_100V_3.avi:8.88 s,0.034,1.266,1.165,0.266,0.160,19.338
134,1N4148WS_100V_3.avi:8.95 s,0.034,1.266,1.165,0.266,0.161,18.805
135,1N4148WS_100V_3.avi:9.01 s,0.034,1.268,1.165,0.266,0.161,18.915
136,1N4148WS_100V_3.avi:9.08 s,0.033,1.268,1.166,0.265,0.161,18.737
137,1N4148WS_100V_3.avi:9.15 s,0.034,1.268,1.165,0.266,0.161,18.333
138,1N4148WS_100V_3.avi:9.21 s,0.033,1.269,1.165,0.265,0.161,18.560
139,1N4148WS_100V_3.avi:9.28 s,0.033,1.270,1.166,0.265,0.161,18.469
140,1N4148WS_100V_3.avi:9.35 s,0.033,1.268,1.166,0.264,0.160,18.493
141,1N4148WS_100V_3.avi:9.41 s,0.033,1.269,1.166,0.265,0.160,18.140
142,1N4148WS_100V_3.avi:9.48 s,0.033,1.269,1.166,0.265,0.161,18.359
143,1N4148WS_100V_3.avi:9.55 s,0.033,1.269,1.166,0.265,0.161,18.387
144,1N4148WS_100V_3.avi:9.62 s,0.033,1.269,1.166,0.264,0.160,18.005
145,1N4148WS_100V_3.avi:9.68 s,0.033,1.269,1.166,0.265,0.160,18.089
146,1N4148WS_100V_3.avi:9.75 s,0.033,1.269,1.166,0.264,0.160,18.413
147,1N4148WS_100V_3.avi:9.82 s,0.033,1.270,1.166,0.265,0.160,18.444
148,1N4148WS_100V_3.avi:9.88 s,0.033,1.270,1.166,0.264,0.160,18.736
149,1N4148WS_100V_3.avi:9.95 s,0.034,1.270,1.166,0.266,0.160,18.904
150,1N4148WS_100V_3.avi:10.02 s,0.033,1.271,1.167,0.266,0.160,18.822
151,1N4148WS_100V_3.avi:10.08 s,0.033,1.272,1.166,0.265,0.160,19.271
152,1N4148WS_100V_3.avi:10.15 s,0.034,1.270,1.167,0.267,0.161,18.993
153,1N4148WS_100V_3.avi:10.22 s,0.034,1.271,1.167,0.266,0.160,19.458
154,1N4148WS_100V_3.avi:10.28 s,0.034,1.271,1.166,0.266,0.160,19.005
155,1N4148WS_100V_3.avi:10.35 s,0.033,1.272,1.166,0.265,0.160,19.234
156,1N4148WS_100V_3.avi:10.42 s,0.033,1.271,1.166,0.265,0.160,19.453
157,1N4148WS_100V_3.avi:10.48 s,0.033,1.271,1.166,0.265,0.160,19.547
158,1N4148WS_100V_3.avi:10.55 s,0.033,1.271,1.165,0.265,0.160,19.765
159,1N4148WS_100V_3.avi:10.62 s,0.033,1.272,1.165,0.265,0.161,19.519
160,1N4148WS_100V_3.avi:10.68 s,0.033,1.272,1.165,0.266,0.160,19.869
161,1N4148WS_100V_3.avi:10.75 s,0.033,1.272,1.164,0.266,0.160,20.182
162,1N4148WS_100V_3.avi:10.82 s,0.034,1.272,1.164,0.266,0.161,20.480
163,1N4148WS_100V_3.avi:10.88 s,0.034,1.273,1.164,0.265,0.161,20.476
164,1N4148WS_100V_3.avi:10.95 s,0.034,1.273,1.163,0.265,0.161,20.859
165,1N4148WS_100V_3.avi:11.02 s,0.034,1.273,1.164,0.266,0.161,20.909
166,1N4148WS_100V_3.avi:11.08 s,0.034,1.273,1.163,0.266,0.161,20.850
167,1N4148WS_100V_3.avi:11.15 s,0.034,1.274,1.163,0.265,0.161,21.037
168,1N4148WS_100V_3.avi:11.22 s,0.034,1.274,1.163,0.265,0.161,20.987
169,1N4148WS_100V_3.avi:11.28 s,0.034,1.274,1.163,0.266,0.161,21.120
170,1N4148WS_100V_3.avi:11.35 s,0.033,1.274,1.163,0.266,0.160,21.218
171,1N4148WS_100V_3.avi:11.42 s,0.034,1.273,1.164,0.266,0.161,21.790
172,1N4148WS_100V_3.avi:11.48 s,0.034,1.274,1.164,0.265,0.161,21.632
173,1N4148WS_100V_3.avi:11.55 s,0.033,1.274,1.164,0.265,0.161,21.856
174,1N4148WS_100V_3.avi:11.62 s,0.033,1.275,1.164,0.264,0.161,21.478
175,1N4148WS_100V_3.avi:11.69 s,0.033,1.276,1.164,0.266,0.160,21.348
176,1N4148WS_100V_3.avi:11.75 s,0.033,1.277,1.165,0.265,0.161,21.287
177,1N4148WS_100V_3.avi:11.82 s,0.033,1.276,1.167,0.264,0.161,21.335
178,1N4148WS_100V_3.avi:11.89 s,0.034,1.277,1.167,0.264,0.162,21.254
179,1N4148WS_100V_3.avi:11.95 s,0.034,1.277,1.168,0.265,0.162,20.649
180,1N4148WS_100V_3.avi:12.02 s,0.034,1.276,1.168,0.265,0.161,20.795
181,1N4148WS_100V_3.avi:12.09 s,0.033,1.277,1.169,0.265,0.161,21.120
182,1N4148WS_100V_3.avi:12.15 s,0.033,1.277,1.169,0.265,0.161,20.499
183,1N4148WS_100V_3.avi:12.22 s,0.034,1.279,1.170,0.266,0.162,19.832
184,1N4148WS_100V_3.avi:12.29 s,0.034,1.279,1.171,0.265,0.162,19.395
185,1N4148WS_100V_3.avi:12.35 s,0.034,1.279,1.171,0.266,0.160,19.469
186,1N4148WS_100V_3.avi:12.42 s,0.033,1.279,1.172,0.265,0.161,19.136
187,1N4148WS_100V_3.avi:12.49 s,0.033,1.280,1.173,0.265,0.161,18.626
188,1N4148WS_100V_3.avi:12.55 s,0.034,1.279,1.175,0.266,0.161,18.365
189,1N4148WS_100V_3.avi:12.62 s,0.034,1.283,1.175,0.266,0.160,18.743
190,1N4148WS_100V_3.avi:12.69 s,0.034,1.282,1.177,0.266,0.160,18.441
191,1N4148WS_100V_3.avi:12.75 s,0.033,1.281,1.177,0.265,0.161,17.989
192,1N4148WS_100V_3.avi:12.82 s,0.033,1.281,1.179,0.264,0.161,17.192
193,1N4148WS_100V_3.avi:12.89 s,0.033,1.282,1.180,0.265,0.160,17.582
194,1N4148WS_100V_3.avi:12.95 s,0.033,1.285,1.181,0.265,0.161,17.049
195,1N4148WS_100V_3.avi:13.02 s,0.033,1.285,1.182,0.265,0.161,17.044
196,1N4148WS_100V_3.avi:13.09 s,0.033,1.285,1.183,0.265,0.161,16.205
197,1N4148WS_100V_3.avi:13.15 s,0.033,1.286,1.184,0.265,0.160,16.149
198,1N4148WS_100V_3.avi:13.22 s,0.033,1.287,1.185,0.265,0.161,15.995
199,1N4148WS_100V_3.avi:13.29 s,0.034,1.286,1.187,0.267,0.161,15.896
200,1N4148WS_100V_3.avi:13.35 s,0.034,1.286,1.187,0.266,0.162,15.820
201,1N4148WS_100V_3.avi:13.42 s,0.034,1.287,1.188,0.266,0.162,15.597
202,1N4148WS_100V_3.avi:13.49 s,0.034,1.287,1.189,0.267,0.161,15.259
203,1N4148WS_100V_3.avi:13.55 s,0.034,1.287,1.190,0.266,0.161,15.159
204,1N4148WS_100V_3.avi:13.62 s,0.034,1.289,1.191,0.268,0.161,15.079
205,1N4148WS_100V_3.avi:13.69 s,0.034,1.290,1.192,0.268,0.160,15.192
206,1N4148WS_100V_3.avi:13.76 s,0.034,1.290,1.192,0.266,0.160,15.078
207,1N4148WS_100V_3.avi:13.82 s,0.033,1.290,1.193,0.264,0.161,14.647
208,1N4148WS_100V_3.avi:13.89 s,0.033,1.290,1.194,0.265,0.161,14.927
209,1N4148WS_100V_3.avi:13.96 s,0.034,1.291,1.194,0.266,0.162,14.507
210,1N4148WS_100V_3.avi:14.02 s,0.034,1.292,1.195,0.266,0.162,14.467
211,1N4148WS_100V_3.avi:14.09 s,0.034,1.292,1.196,0.266,0.162,14.129
212,1N4148WS_100V_3.avi:14.16 s,0.034,1.292,1.196,0.266,0.161,14.178
213,1N4148WS_100V_3.avi:14.22 s,0.034,1.293,1.197,0.267,0.161,14.012
214,1N4148WS_100V_3.avi:14.29 s,0.034,1.293,1.197,0.266,0.161,13.781
215,1N4148WS_100V_3.avi:14.36 s,0.033,1.293,1.198,0.263,0.161,13.739
216,1N4148WS_100V_3.avi:14.42 s,0.033,1.294,1.198,0.264,0.161,13.505
217,1N4148WS_100V_3.avi:14.49 s,0.034,1.294,1.198,0.266,0.161,13.618
218,1N4148WS_100V_3.avi:14.56 s,0.034,1.294,1.199,0.265,0.162,14.128
219,1N4148WS_100V_3.avi:14.62 s,0.033,1.296,1.199,0.265,0.161,13.581
220,1N4148WS_100V_3.avi:14.69 s,0.033,1.296,1.199,0.264,0.161,13.760
221,1N4148WS_100V_3.avi:14.76 s,0.034,1.296,1.199,0.265,0.161,13.918
222,1N4148WS_100V_3.avi:14.82 s,0.034,1.296,1.199,0.265,0.162,14.071
223,1N4148WS_100V_3.avi:14.89 s,0.034,1.296,1.200,0.266,0.161,14.422
224,1N4148WS_100V_3.avi:14.96 s,0.033,1.298,1.200,0.265,0.160,14.987
225,1N4148WS_100V_3.avi:15.02 s,0.033,1.298,1.200,0.265,0.161,14.781
226,1N4148WS_100V_3.avi:15.09 s,0.034,1.298,1.200,0.266,0.161,14.908
227,1N4148WS_100V_3.avi:15.16 s,0.034,1.299,1.200,0.266,0.161,14.904
228,1N4148WS_100V_3.avi:15.22 s,0.034,1.298,1.200,0.266,0.161,15.091
229,1N4148WS_100V_3.avi:15.29 s,0.034,1.299,1.201,0.265,0.161,15.175
230,1N4148WS_100V_3.avi:15.36 s,0.034,1.301,1.201,0.265,0.161,15.137
231,1N4148WS_100V_3.avi:15.42 s,0.034,1.300,1.201,0.266,0.161,15.142
232,1N4148WS_100V_3.avi:15.49 s,0.033,1.301,1.201,0.265,0.161,15.050
233,1N4148WS_100V_3.avi:15.56 s,0.034,1.302,1.202,0.265,0.162,15.192
234,1N4148WS_100V_3.avi:15.62 s,0.033,1.302,1.203,0.266,0.160,16.154
235,1N4148WS_100V_3.avi:15.69 s,0.033,1.302,1.203,0.265,0.161,16.452
236,1N4148WS_100V_3.avi:15.76 s,0.033,1.302,1.203,0.265,0.161,16.638
237,1N4148WS_100V_3.avi:15.83 s,0.033,1.303,1.202,0.263,0.161,16.657
238,1N4148WS_100V_3.avi:15.89 s,0.033,1.306,1.203,0.264,0.161,16.322
239,1N4148WS_100V_3.avi:15.96 s,0.033,1.307,1.204,0.263,0.161,16.964
240,1N4148WS_100V_3.avi:16.03 s,0.034,1.307,1.204,0.266,0.161,17.667
241,1N4148WS_100V_3.avi:16.09 s,0.034,1.307,1.204,0.267,0.161,18.094
242,1N4148WS_100V_3.avi:16.16 s,0.034,1.306,1.206,0.266,0.161,18.277
243,1N4148WS_100V_3.avi:16.23 s,0.034,1.308,1.206,0.266,0.161,18.954
244,1N4148WS_100V_3.avi:16.29 s,0.034,1.309,1.206,0.266,0.161,19.057
245,1N4148WS_100V_3.avi:16.36 s,0.033,1.310,1.206,0.265,0.160,19.361
246,1N4148WS_100V_3.avi:16.43 s,0.033,1.310,1.207,0.264,0.161,19.288
247,1N4148WS_100V_3.avi:16.49 s,0.033,1.310,1.208,0.265,0.160,19.585
248,1N4148WS_100V_3.avi:16.56 s,0.034,1.311,1.209,0.267,0.160,20.275
249,1N4148WS_100V_3.avi:16.63 s,0.033,1.311,1.210,0.266,0.160,20.616
250,1N4148WS_100V_3.avi:16.69 s,0.033,1.313,1.210,0.265,0.161,20.428
251,1N4148WS_100V_3.avi:16.76 s,0.034,1.313,1.211,0.265,0.161,21.253
252,1N4148WS_100V_3.avi:16.83 s,0.033,1.312,1.212,0.265,0.161,21.615
253,1N4148WS_100V_3.avi:16.89 s,0.033,1.313,1.212,0.265,0.161,21.512
254,1N4148WS_100V_3.avi:16.96 s,0.033,1.314,1.213,0.265,0.160,22.247
255,1N4148WS_100V_3.avi:17.03 s,0.033,1.314,1.212,0.266,0.160,22.522
256,1N4148WS_100V_3.avi:17.09 s,0.034,1.314,1.213,0.266,0.161,22.514
257,1N4148WS_100V_3.avi:17.16 s,0.034,1.315,1.214,0.267,0.161,23.699
258,1N4148WS_100V_3.avi:17.23 s,0.033,1.315,1.214,0.266,0.160,23.616
259,1N4148WS_100V_3.avi:17.29 s,0.034,1.315,1.214,0.265,0.162,24.012
260,1N4148WS_100V_3.avi:17.36 s,0.034,1.315,1.215,0.266,0.161,23.972
261,1N4148WS_100V_3.avi:17.43 s,0.034,1.315,1.215,0.266,0.160,24.175
262,1N4148WS_100V_3.avi:17.49 s,0.034,1.314,1.217,0.266,0.160,24.590
263,1N4148WS_100V_3.avi:17.56 s,0.033,1.314,1.216,0.265,0.161,24.765
264,1N4148WS_100V_3.avi:17.63 s,0.034,1.314,1.216,0.267,0.161,25.049
265,1N4148WS_100V_3.avi:17.69 s,0.033,1.315,1.217,0.266,0.160,25.207
266,1N4148WS_100V_3.avi:17.76 s,0.033,1.315,1.217,0.265,0.160,25.413
267,1N4148WS_100V_3.avi:17.83 s,0.033,1.315,1.217,0.265,0.160,25.419
268,1N4148WS_100V_3.avi:17.90 s,0.033,1.316,1.217,0.265,0.160,25.337
269,1N4148WS_100V_3.avi:17.96 s,0.033,1.315,1.217,0.266,0.160,25.474
270,1N4148WS_100V_3.avi:18.03 s,0.033,1.315,1.218,0.266,0.159,25.349
271,1N4148WS_100V_3.avi:18.10 s,0.033,1.315,1.217,0.266,0.159,25.677
272,1N4148WS_100V_3.avi:18.16 s,0.033,1.315,1.217,0.266,0.160,25.317
273,1N4148WS_100V_3.avi:18.23 s,0.033,1.315,1.218,0.266,0.160,25.314
274,1N4148WS_100V_3.avi:18.30 s,0.033,1.314,1.218,0.265,0.160,25.540
275,1N4148WS_100V_3.avi:18.36 s,0.033,1.314,1.218,0.265,0.161,25.430
276,1N4148WS_100V_3.avi:18.43 s,0.033,1.314,1.219,0.264,0.161,25.465
277,1N4148WS_100V_3.avi:18.50 s,0.033,1.313,1.218,0.265,0.161,25.312
278,1N4148WS_100V_3.avi:18.56 s,0.033,1.313,1.218,0.265,0.161,25.643
279,1N4148WS_100V_3.avi:18.63 s,0.033,1.313,1.218,0.264,0.161,25.363
280,1N4148WS_100V_3.avi:18.70 s,0.033,1.312,1.218,0.264,0.161,25.498
281,1N4148WS_100V_3.avi:18.76 s,0.033,1.311,1.219,0.264,0.161,25.096
282,1N4148WS_100V_3.avi:18.83 s,0.033,1.310,1.220,0.265,0.160,24.507
283,1N4148WS_100V_3.avi:18.90 s,0.033,1.307,1.221,0.265,0.160,24.675
284,1N4148WS_100V_3.avi:18.96 s,0.033,1.307,1.221,0.266,0.160,24.498
285,1N4148WS_100V_3.avi:19.03 s,0.033,1.307,1.221,0.265,0.161,24.094
286,1N4148WS_100V_3.avi:19.10 s,0.033,1.306,1.221,0.264,0.161,23.877
287,1N4148WS_100V_3.avi:19.16 s,0.033,1.306,1.222,0.264,0.161,23.385
288,1N4148WS_100V_3.avi:19.23 s,0.033,1.305,1.223,0.265,0.160,23.558
289,1N4148WS_100V_3.avi:19.30 s,0.033,1.303,1.223,0.266,0.160,23.158
290,1N4148WS_100V_3.avi:19.36 s,0.033,1.303,1.224,0.265,0.160,23.432
291,1N4148WS_100V_3.avi:19.43 s,0.033,1.300,1.225,0.264,0.161,23.076
292,1N4148WS_100V_3.avi:19.50 s,0.033,1.301,1.225,0.265,0.161,22.602
293,1N4148WS_100V_3.avi:19.56 s,0.033,1.300,1.224,0.265,0.160,21.299
294,1N4148WS_100V_3.avi:19.63 s,0.033,1.299,1.224,0.265,0.161,21.735
295,1N4148WS_100V_3.avi:19.70 s,0.033,1.298,1.226,0.264,0.161,20.978
296,1N4148WS_100V_3.avi:19.76 s,0.034,1.297,1.226,0.266,0.161,21.106
