Frame,Label,Area,XM,YM,Major,Minor,Angle
1,1N4148WS_100V_2.avi:0.07 s,0.032,1.208,1.019,0.259,0.158,50.371
2,1N4148WS_100V_2.avi:0.13 s,0.032,1.208,1.019,0.259,0.157,50.140
3,1N4148WS_100V_2.avi:0.20 s,0.032,1.208,1.019,0.259,0.157,49.966
4,1N4148WS_100V_2.avi:0.27 s,0.032,1.208,1.019,0.259,0.157,50.127
5,1N4148WS_100V_2.avi:0.33 s,0.032,1.208,1.019,0.258,0.158,50.543
6,1N4148WS_100V_2.avi:0.40 s,0.032,1.208,1.019,0.259,0.157,50.467
7,1N4148WS_100V_2.avi:0.47 s,0.032,1.208,1.018,0.259,0.158,50.318
8,1N4148WS_100V_2.avi:0.53 s,0.032,1.208,1.019,0.259,0.157,49.729
9,1N4148WS_100V_2.avi:0.60 s,0.032,1.208,1.019,0.259,0.157,50.630
10,1N4148WS_100V_2.avi:0.67 s,0.032,1.208,1.019,0.258,0.158,50.543
11,1N4148WS_100V_2.avi:0.73 s,0.032,1.208,1.019,0.259,0.158,50.225
12,1N4148WS_100V_2.avi:0.80 s,0.032,1.208,1.019,0.259,0.157,50.279
13,1N4148WS_100V_2.avi:0.87 s,0.032,1.208,1.019,0.259,0.157,50.386
14,1N4148WS_100V_2.avi:0.93 s,0.032,1.208,1.019,0.259,0.158,50.429
15,1N4148WS_100V_2.avi:1.00 s,0.032,1.208,1.019,0.259,0.157,50.467
16,1N4148WS_100V_2.avi:1.07 s,0.032,1.208,1.019,0.259,0.158,50.304
17,1N4148WS_100V_2.avi:1.13 s,0.032,1.208,1.019,0.259,0.157,50.384
18,1N4148WS_100V_2.avi:1.20 s,0.032,1.208,1.019,0.260,0.158,50.474
19,1N4148WS_100V_2.avi:1.27 s,0.032,1.208,1.019,0.259,0.158,50.348
20,1N4148WS_100V_2.avi:1.33 s,0.032,1.208,1.019,0.259,0.157,50.303
21,1N4148WS_100V_2.avi:1.40 s,0.032,1.208,1.019,0.259,0.157,50.386
22,1N4148WS_100V_2.avi:1.47 s,0.032,1.208,1.019,0.259,0.157,50.386
23,1N4148WS_100V_2.avi:1.53 s,0.032,1.208,1.018,0.259,0.158,50.047
24,1N4148WS_100V_2.avi:1.60 s,0.032,1.208,1.019,0.260,0.157,50.299
25,1N4148WS_100V_2.avi:1.67 s,0.032,1.208,1.019,0.259,0.158,50.264
26,1N4148WS_100V_2.avi:1.73 s,0.032,1.208,1.019,0.259,0.157,50.425
27,1N4148WS_100V_2.avi:1.80 s,0.032,1.208,1.019,0.259,0.157,50.303
28,1N4148WS_100V_2.avi:1.87 s,0.032,1.208,1.019,0.259,0.157,50.303
29,1N4148WS_100V_2.avi:1.93 s,0.032,1.208,1.019,0.259,0.158,50.457
30,1N4148WS_100V_2.avi:2.00 s,0.032,1.208,1.018,0.259,0.157,50.316
31,1N4148WS_100V_2.avi:2.07 s,0.032,1.208,1.019,0.259,0.158,50.225
32,1N4148WS_100V_2.avi:2.13 s,0.032,1.208,1.019,0.258,0.158,50.485
33,1N4148WS_100V_2.avi:2.20 s,0.032,1.208,1.019,0.259,0.157,50.091
34,1N4148WS_100V_2.avi:2.27 s,0.032,1.208,1.019,0.259,0.157,49.948
35,1N4148WS_100V_2.avi:2.33 s,0.032,1.208,1.018,0.259,0.158,50.135
36,1N4148WS_100V_2.avi:2.40 s,0.032,1.208,1.019,0.260,0.157,50.112
37,1N4148WS_100V_2.avi:2.47 s,0.032,1.208,1.019,0.259,0.158,50.188
38,1N4148WS_100V_2.avi:2.53 s,0.032,1.208,1.019,0.260,0.157,50.595
39,1N4148WS_100V_2.avi:2.60 s,0.032,1.208,1.020,0.259,0.157,49.998
40,1N4148WS_100V_2.avi:2.67 s,0.032,1.207,1.018,0.258,0.158,50.284
41,1N4148WS_100V_2.avi:2.73 s,0.032,1.208,1.017,0.259,0.158,50.054
42,1N4148WS_100V_2.avi:2.80 s,0.032,1.208,1.018,0.259,0.157,51.307
43,1N4148WS_100V_2.avi:2.87 s,0.032,1.208,1.019,0.258,0.157,52.266
44,1N4148WS_100V_2.avi:2.93 s,0.032,1.208,1.021,0.259,0.158,54.642
45,1N4148WS_100V_2.avi:3.00 s,0.032,1.207,1.020,0.258,0.158,56.867
46,1N4148WS_100V_2.avi:3.07 s,0.032,1.208,1.019,0.257,0.159,58.477
47,1N4148WS_100V_2.avi:3.13 s,0.032,1.208,1.019,0.259,0.157,61.457
48,1N4148WS_100V_2.avi:3.20 s,0.032,1.209,1.019,0.258,0.158,64.057
49,1N4148WS_100V_2.avi:3.27 s,0.032,1.209,1.022,0.259,0.158,67.016
50,1N4148WS_100V_2.avi:3.33 s,0.032,1.209,1.021,0.258,0.158,69.446
